Name,Description,Group,DataSource,DataSource2,DataType,Address,Address2,Address3,InitialValue,Boolean_Invert,Integer_WordsCount,Analog_minRaw,Analog_maxRaw,Analog_minEng,Analog_maxEng,Analog_Engunit,Alm_Enable,Alm_Comment,Alm_Enable_LL,Alm_Enable_Lo,Alm_Enable_Hi,Alm_Enable_HH,Alm_Enable_OverRange,Alm_Enable_UnderRange,Alm_LL_lim,Alm_Lo_lim,Alm_Hi_lim,Alm_HH_lim,Alm_LL_Pri,Alm_Lo_Pri,Alm_Hi_Pri,Alm_HiHi_Pri,Alm_OverRange_Pri,Alm_UnderRange_Pri,Alm_LL_Delay,Alm_Lo_Delay,Alm_Hi_Delay,Alm_HH_Delay,Alm_OverRange_Delay,Alm_UnderRange_Delay,Alm_LL_DeaBand,Alm_Lo_DeaBand,Alm_Hi_DeaBand,Alm_HiHi_DeaBand,Alm_OverRange_DeaBand,Alm_UnderRange_DeaBand,Alm_AlarmOrEvent,Alm_Bool_WhileTrue,Alm_Bool_Delay,Alm_Bool_Count,Alm_Bool_Pri,Alm_Page,Alm_LL_Desc,Alm_Lo_Desc,Alm_Hi_Desc,Alm_HH_Desc,Alm_Bool_Desc,Log_Enable,Log_Model,Log_Model2,Integration_Enable,Integration_Model,Integration_Model2,AccessLevel,Class_Name,Object_Name,User_Def_1,User_Def_2,User_Def_3,User_Def_4,User_Def_5,User_Def_6,User_Def_7,User_Def_8,User_Def_9,User_Def_10,User_Def_11,User_Def_12,CopyTo
ICC21.ReportControllerGlobals_FwVers_Status,,ICC21,C001_NATIVE,,Integer,C_02_FwVers_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_EngRev_Status,,ICC21,C001_NATIVE,,Integer,C_02_EngRev_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_Size_Status,,ICC21,C001_NATIVE,,Integer,C_02_Size_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_Hours_Status,,ICC21,C001_NATIVE,,Integer,C_02_Hours_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_Minutes_Status,,ICC21,C001_NATIVE,,Integer,C_02_Minutes_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_Seconds_Status,,ICC21,C001_NATIVE,,Integer,C_02_Seconds_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_MM_Status,,ICC21,C001_NATIVE,,Integer,C_02_MM_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_DD_Status,,ICC21,C001_NATIVE,,Integer,C_02_DD_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_YYYY_Status,,ICC21,C001_NATIVE,,Integer,C_02_YYYY_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_SysDcHour_Status,,ICC21,C001_NATIVE,,Integer,C_02_SysDcHour_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_FcpDcHour_Status,,ICC21,C001_NATIVE,,Integer,C_02_FcpDcHour_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_Options_Status,,ICC21,C001_NATIVE,,Integer,C_02_Options_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_CurEtap_Status,,ICC21,C001_NATIVE,,Integer,C_02_CurEtap_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_MaxEtap_Status,,ICC21,C001_NATIVE,,Integer,C_02_MaxEtap_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_Response_Status,,ICC21,C001_NATIVE,,Integer,C_02_Response_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_ReportInterval_Status,,ICC21,C001_NATIVE,,Integer,C_02_ReportInterval_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_OptStatus_Status,,ICC21,C001_NATIVE,,Integer,C_02_OptStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_OffStatus_Status,,ICC21,C001_NATIVE,,Integer,C_02_OffStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_GblSeasAdj_Status,,ICC21,C001_NATIVE,,Integer,C_02_GblSeasAdj_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_StackMode_Status,,ICC21,C001_NATIVE,,Integer,C_02_StackMode_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_SsPrgThold_Status,,ICC21,C001_NATIVE,,Integer,C_02_SsPrgThold_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_SsgSsPrgThold_Status,,ICC21,C001_NATIVE,,Integer,C_02_SsgSsPrgThold_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_ClikDelaySetting_Status,,ICC21,C001_NATIVE,,Integer,C_02_ClikDelaySetting_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_RotaryKnob_Status,,ICC21,C001_NATIVE,,Integer,C_02_RotaryKnob_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_StaticChksm_Status,,ICC21,C001_NATIVE,,Integer,C_02_StaticChksm_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.ReportControllerGlobals_ClikDelayStatus_Status,,ICC21,C001_NATIVE,,Integer,C_02_ClikDelayStatus_Status,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_Hours_Command,,ICC21,C001_NATIVE,,Integer,C_01_Hours_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_Minutes_Command,,ICC21,C001_NATIVE,,Integer,C_01_Minutes_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_Seconds_Command,,ICC21,C001_NATIVE,,Integer,C_01_Seconds_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_MM_Command,,ICC21,C001_NATIVE,,Integer,C_01_MM_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_DD_Command,,ICC21,C001_NATIVE,,Integer,C_01_DD_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_YYYY_Command,,ICC21,C001_NATIVE,,Integer,C_01_YYYY_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_SysDcHour_Command,,ICC21,C001_NATIVE,,Integer,C_01_SysDcHour_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_FcpDcHour_Command,,ICC21,C001_NATIVE,,Integer,C_01_FcpDcHour_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_Options_Command,,ICC21,C001_NATIVE,,Integer,C_01_Options_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_CurEtap_Command,,ICC21,C001_NATIVE,,Integer,C_01_CurEtap_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_MaxEtap_Command,,ICC21,C001_NATIVE,,Integer,C_01_MaxEtap_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_Response_Command,,ICC21,C001_NATIVE,,Integer,C_01_Response_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_ReportInterval_Command,,ICC21,C001_NATIVE,,Integer,C_01_ReportInterval_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_GblSeasAdj_Command,,ICC21,C001_NATIVE,,Integer,C_01_GblSeasAdj_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
ICC21.SetControllerGlobals_StackMode_Command,,ICC21,C001_NATIVE,,Integer,C_01_StackMode_Command,,,,FALSE,1,0,100,0,100,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Alarm,TRUE,0,1,1,Home.edd,,,,,,FALSE,,,FALSE,,,0,,,,,,,,,,,,,,,
